QSPRID	pchembl_value_median_Label	pchembl_value_median_Prediction	Fold
ADORA1_Ki_train_0716	6.92	7.03186	2.0
ADORA1_Ki_train_1087	5.28	4.88061	2.0
ADORA1_Ki_train_1848	7.42	6.6657	2.0
ADORA1_Ki_train_0826	6.38	6.8946	2.0
ADORA1_Ki_train_1812	4.39	6.39124	2.0
ADORA1_Ki_train_2752	6.21	6.49802	2.0
ADORA1_Ki_train_0274	5.94	5.87438	2.0
ADORA1_Ki_train_3350	7.6	7.69871	2.0
ADORA1_Ki_train_0379	6.75	6.75214	2.0
ADORA1_Ki_train_3526	5.24	7.12224	2.0
ADORA1_Ki_train_1939	5.92	6.55579	2.0
ADORA1_Ki_train_3475	6.85	7.35546	2.0
ADORA1_Ki_train_0182	6.81	6.4972	3.0
ADORA1_Ki_train_0666	6.32	6.3535	3.0
ADORA1_Ki_train_1574	7.95	8.33801	3.0
ADORA1_Ki_train_0902	7.12	6.55733	3.0
ADORA1_Ki_train_0421	6.67	6.70737	3.0
ADORA1_Ki_train_2918	7.05	7.41974	3.0
ADORA1_Ki_train_3610	5.59	5.75293	3.0
ADORA1_Ki_train_2900	7.18	7.20705	3.0
ADORA1_Ki_train_1631	8.9	8.1893	3.0
ADORA1_Ki_train_2076	5.64	5.88385	3.0
ADORA1_Ki_train_1646	7.08	6.74889	3.0
ADORA1_Ki_train_2056	6.91	6.54503	3.0
ADORA1_Ki_train_2432	5.6	5.92857	3.0
ADORA1_Ki_train_2373	5.89	5.84515	3.0
ADORA1_Ki_train_2980	7.04	6.60587	3.0
ADORA1_Ki_train_1724	6.15	6.18433	3.0
ADORA1_Ki_train_0273	7.01	6.84131	3.0
ADORA1_Ki_train_1405	5.43	5.99061	3.0
ADORA1_Ki_train_2618	5.45	5.25225	3.0
ADORA1_Ki_train_0360	7.96	7.0699	3.0
ADORA1_Ki_train_1014	7.62	7.79322	3.0
ADORA1_Ki_train_0708	6.13	6.17757	3.0
ADORA1_Ki_train_0043	5.89	5.83434	3.0
ADORA1_Ki_train_2926	8.99	8.29369	3.0
ADORA1_Ki_train_2284	6.69	6.49088	3.0
ADORA1_Ki_train_2426	6.09	5.56262	3.0
ADORA1_Ki_train_3602	6.23	5.99423	3.0
ADORA1_Ki_train_1633	6.3	6.70871	3.0
ADORA1_Ki_train_0128	5.74	5.71402	3.0
ADORA1_Ki_train_1798	5.46	5.54181	3.0
ADORA1_Ki_train_2572	8.18	7.70235	3.0
ADORA1_Ki_train_2643	6.4	6.0329	3.0
ADORA1_Ki_train_3076	8.09	7.87761	3.0
ADORA1_Ki_train_3142	7.92	7.99548	3.0
ADORA1_Ki_train_1756	8.65	8.20069	3.0
ADORA1_Ki_train_2929	7.03	7.86562	3.0
ADORA1_Ki_train_1582	6.04	6.47376	3.0
ADORA1_Ki_train_1960	7.75	7.37348	3.0
ADORA1_Ki_train_3579	6.55	6.53958	3.0
ADORA1_Ki_train_2111	6.7	7.13295	3.0
ADORA1_Ki_train_1454	5.87	6.37169	3.0
ADORA1_Ki_train_0119	6.28	6.59542	3.0
ADORA1_Ki_train_3328	7.64	7.21651	3.0
ADORA1_Ki_train_0400	6.42	6.21513	3.0
ADORA1_Ki_train_1288	7.11	7.39829	3.0
ADORA1_Ki_train_0570	5.16	5.22379	3.0
ADORA1_Ki_train_0740	6.51	6.53719	3.0
ADORA1_Ki_train_1613	7.62	6.91813	3.0
ADORA1_Ki_train_0417	5.6	5.99295	3.0
ADORA1_Ki_train_1302	5.22	6.87865	3.0
ADORA1_Ki_train_0111	6.14	6.1568	3.0
ADORA1_Ki_train_3016	6.09	5.75432	3.0
ADORA1_Ki_train_1840	7.57	7.08197	3.0
ADORA1_Ki_train_2820	7.92	7.04373	3.0
ADORA1_Ki_train_0795	6.56	7.51082	3.0
ADORA1_Ki_train_1729	5.44	5.68292	3.0
ADORA1_Ki_train_0722	7.1	7.10022	3.0
ADORA1_Ki_train_2293	5.92	6.20046	3.0
ADORA1_Ki_train_0412	5.45	6.13702	3.0
ADORA1_Ki_train_0244	7.2	6.26732	3.0
ADORA1_Ki_train_2386	7.15	6.98238	3.0
ADORA1_Ki_train_3426	8.1	7.42651	3.0
ADORA1_Ki_train_2447	6.62	6.75804	3.0
ADORA1_Ki_train_1822	5.72	7.39182	3.0
ADORA1_Ki_train_0834	6.44	6.77856	3.0
ADORA1_Ki_train_1093	7.12	6.80812	3.0
ADORA1_Ki_train_3294	7.09	7.0189	3.0
ADORA1_Ki_train_0354	6.72	6.13151	3.0
ADORA1_Ki_train_1074	5.78	6.06176	3.0
ADORA1_Ki_train_0233	5.8	5.93889	3.0
ADORA1_Ki_train_1208	6.85	7.8293	3.0
ADORA1_Ki_train_0716	6.92	6.82857	3.0
ADORA1_Ki_train_2649	5.09	5.6506	3.0
ADORA1_Ki_train_2580	8.34	8.05658	3.0
ADORA1_Ki_train_3241	6.58	7.76942	3.0
ADORA1_Ki_train_3376	5.99	5.63907	3.0
ADORA1_Ki_train_1678	6.32	6.73164	3.0
ADORA1_Ki_train_2280	6.25	6.77685	3.0
ADORA1_Ki_train_3541	6.21	6.02622	3.0
ADORA1_Ki_train_2685	7.5	6.86987	3.0
ADORA1_Ki_train_2459	4.75	5.67247	3.0
ADORA1_Ki_train_2002	7.18	6.34826	3.0
ADORA1_Ki_train_0425	7.72	6.75429	3.0
ADORA1_Ki_train_1049	6.47	6.14446	3.0
ADORA1_Ki_train_0521	8.12	7.71583	3.0
ADORA1_Ki_train_2019	5.69	6.59876	3.0
ADORA1_Ki_train_2449	7.41	7.21425	3.0
ADORA1_Ki_train_2187	7.44	7.05474	3.0
ADORA1_Ki_train_2838	7.88	6.78151	3.0
ADORA1_Ki_train_2415	7.52	8.52732	3.0
ADORA1_Ki_train_1370	6.46	6.26693	3.0
ADORA1_Ki_train_3323	5.23	5.52317	3.0
ADORA1_Ki_train_1202	7.75	6.78129	3.0
ADORA1_Ki_train_1256	8.88	8.62454	3.0
ADORA1_Ki_train_1397	6.6	6.28745	3.0
ADORA1_Ki_train_0372	5.38	6.24656	3.0
ADORA1_Ki_train_0886	7.13	7.14428	3.0
ADORA1_Ki_train_0496	6.11	7.3478	3.0
ADORA1_Ki_train_1259	4.97	6.66164	3.0
ADORA1_Ki_train_3540	7.04	6.9412	3.0
ADORA1_Ki_train_2258	7.0	6.87312	3.0
ADORA1_Ki_train_2882	6.5	6.33246	3.0
ADORA1_Ki_train_1166	7.31	7.93091	3.0
ADORA1_Ki_train_2355	7.17	7.81244	3.0
ADORA1_Ki_train_1688	7.85	7.0709	3.0
ADORA1_Ki_train_0062	4.66	5.12701	3.0
ADORA1_Ki_train_2032	5.87	7.06678	3.0
ADORA1_Ki_train_0510	5.66	6.33603	3.0
ADORA1_Ki_train_2691	7.24	7.04362	3.0
ADORA1_Ki_train_1758	4.47	4.60767	3.0
ADORA1_Ki_train_1609	6.46	6.3572	3.0
ADORA1_Ki_train_0836	5.325	6.84893	3.0
ADORA1_Ki_train_2151	6.13	6.86139	3.0
ADORA1_Ki_train_3483	7.25	6.98704	3.0
ADORA1_Ki_train_3315	4.39	5.95864	3.0
ADORA1_Ki_train_1921	7.54	7.66395	3.0
ADORA1_Ki_train_0038	6.23	6.51435	3.0
ADORA1_Ki_train_0136	6.46	6.64034	3.0
ADORA1_Ki_train_0480	6.14	6.49711	3.0
ADORA1_Ki_train_3067	5.18	5.79472	3.0
ADORA1_Ki_train_2613	6.19	6.49203	3.0
ADORA1_Ki_train_1779	7.24	7.50064	3.0
ADORA1_Ki_train_3357	9.04	8.24034	3.0
ADORA1_Ki_train_1175	5.84	5.51294	3.0
ADORA1_Ki_train_2753	7.47	7.75202	3.0
ADORA1_Ki_train_3046	4.72	4.82825	3.0
ADORA1_Ki_train_0650	6.0	6.2018	3.0
ADORA1_Ki_train_1159	5.8	5.87838	3.0
ADORA1_Ki_train_3010	7.11	7.14948	3.0
ADORA1_Ki_train_3553	7.7	7.30354	3.0
ADORA1_Ki_train_0275	9.39	9.15955	3.0
ADORA1_Ki_train_1832	6.1	6.04156	3.0
ADORA1_Ki_train_3224	7.87	6.49163	3.0
ADORA1_Ki_train_2218	5.71	5.91458	3.0
ADORA1_Ki_train_3191	7.37	7.23036	3.0
ADORA1_Ki_train_3303	8.43	7.19688	3.0
ADORA1_Ki_train_0696	5.66	6.5633	3.0
ADORA1_Ki_train_2671	8.15	6.80628	3.0
ADORA1_Ki_train_0361	5.5	5.88484	3.0
ADORA1_Ki_train_3582	7.96	7.97676	3.0
ADORA1_Ki_train_1952	5.32	5.92586	3.0
ADORA1_Ki_train_2398	6.2	5.87983	3.0
ADORA1_Ki_train_3250	7.56	7.20082	3.0
ADORA1_Ki_train_3485	6.76	7.35597	3.0
ADORA1_Ki_train_1042	5.14	5.32988	3.0
ADORA1_Ki_train_0282	7.62	7.87686	3.0
ADORA1_Ki_train_1088	8.18	7.93328	3.0
ADORA1_Ki_train_0786	4.81	5.45718	3.0
ADORA1_Ki_train_0844	6.76	7.49582	3.0
ADORA1_Ki_train_1110	7.0	7.60307	3.0
ADORA1_Ki_train_0810	6.31	6.80777	3.0
ADORA1_Ki_train_2073	5.18	5.57941	3.0
ADORA1_Ki_train_3346	8.54	6.8423	3.0
ADORA1_Ki_train_2123	8.35	7.32004	3.0
ADORA1_Ki_train_2706	6.3	6.2297	3.0
ADORA1_Ki_train_1532	7.14	7.10602	3.0
ADORA1_Ki_train_1220	7.3	6.9907	3.0
ADORA1_Ki_train_3285	6.27	6.25546	3.0
ADORA1_Ki_train_2402	5.49	5.71118	3.0
ADORA1_Ki_train_1895	6.7	7.38497	3.0
ADORA1_Ki_train_0962	7.7	6.85733	3.0
ADORA1_Ki_train_0122	7.13	6.56882	3.0
ADORA1_Ki_train_2291	7.64	8.13199	3.0
ADORA1_Ki_train_3359	7.02	6.78385	3.0
ADORA1_Ki_train_2346	9.0	8.1969	3.0
ADORA1_Ki_train_3257	6.25	6.48423	3.0
ADORA1_Ki_train_2518	6.6	6.54487	3.0
ADORA1_Ki_train_2469	5.37	4.92999	3.0
ADORA1_Ki_train_0471	7.7	6.68046	3.0
ADORA1_Ki_train_0243	5.06	5.85787	3.0
ADORA1_Ki_train_1122	8.22	6.74227	3.0
ADORA1_Ki_train_1056	6.24	6.79861	3.0
ADORA1_Ki_train_2620	5.0	5.68346	3.0
ADORA1_Ki_train_0350	6.38	6.65214	3.0
ADORA1_Ki_train_0131	6.19	6.59108	3.0
ADORA1_Ki_train_3166	5.24	5.38138	3.0
ADORA1_Ki_train_2817	8.92	8.128	3.0
ADORA1_Ki_train_0099	5.8	6.02364	3.0
ADORA1_Ki_train_2265	6.46	5.8052	3.0
ADORA1_Ki_train_1669	5.88	6.08885	3.0
ADORA1_Ki_train_1372	7.78	7.63519	3.0
ADORA1_Ki_train_0970	5.89	6.19726	3.0
ADORA1_Ki_train_2611	6.89	7.28592	3.0
ADORA1_Ki_train_2525	5.21	5.69857	3.0
ADORA1_Ki_train_1016	5.76	5.51503	3.0
ADORA1_Ki_train_1160	5.97	6.30879	3.0
ADORA1_Ki_train_0266	6.05	6.83267	3.0
ADORA1_Ki_train_0611	5.34	6.11323	3.0
ADORA1_Ki_train_2199	7.19	7.37669	3.0
ADORA1_Ki_train_1578	6.37	6.19309	3.0
ADORA1_Ki_train_3305	6.02	6.29534	3.0
ADORA1_Ki_train_3481	6.25	6.6425	3.0
ADORA1_Ki_train_2488	7.73	7.33708	3.0
ADORA1_Ki_train_2389	7.09	6.84185	3.0
ADORA1_Ki_train_2604	5.5	6.0207	3.0
ADORA1_Ki_train_1871	6.995	7.35374	3.0
ADORA1_Ki_train_0881	6.25	6.09263	3.0
ADORA1_Ki_train_2012	6.0	6.6844	3.0
ADORA1_Ki_train_0815	7.46	6.53155	3.0
ADORA1_Ki_train_1109	6.3	6.34387	3.0
ADORA1_Ki_train_1466	9.15	8.22516	3.0
ADORA1_Ki_train_2894	7.47	6.64842	3.0
ADORA1_Ki_train_0046	5.13	5.3951	3.0
ADORA1_Ki_train_0871	5.53	6.25677	3.0
ADORA1_Ki_train_2007	7.925	7.37929	3.0
ADORA1_Ki_train_3464	4.4	5.73588	3.0
ADORA1_Ki_train_2473	7.72	7.89125	3.0
ADORA1_Ki_train_3614	6.66	5.95192	3.0
ADORA1_Ki_train_2451	5.31	6.01171	3.0
ADORA1_Ki_train_2027	6.58	6.48428	3.0
ADORA1_Ki_train_0442	6.22	6.36823	3.0
ADORA1_Ki_train_1692	5.49	6.91452	3.0
ADORA1_Ki_train_3361	5.59	5.47217	3.0
ADORA1_Ki_train_1818	6.08	5.59192	3.0
ADORA1_Ki_train_0293	5.63	6.40038	3.0
ADORA1_Ki_train_2434	5.92	6.21406	3.0
ADORA1_Ki_train_1506	8.05	7.08608	3.0
ADORA1_Ki_train_2226	8.55	6.49947	3.0
ADORA1_Ki_train_1290	6.51	6.84444	3.0
ADORA1_Ki_train_2396	10.02	7.2543	3.0
ADORA1_Ki_train_0297	6.37	6.08736	3.0
ADORA1_Ki_train_2679	5.0	6.55035	3.0
ADORA1_Ki_train_3103	6.49	6.33174	3.0
ADORA1_Ki_train_3255	7.03	6.86236	3.0
ADORA1_Ki_train_2118	5.0	6.276	3.0
ADORA1_Ki_train_1727	6.62	7.24261	3.0
ADORA1_Ki_train_0858	5.95	5.98704	3.0
ADORA1_Ki_train_0841	7.22	6.84689	3.0
ADORA1_Ki_train_2840	8.42	6.56914	3.0
ADORA1_Ki_train_0999	6.85	6.55043	3.0
ADORA1_Ki_train_0710	5.64	5.94498	3.0
ADORA1_Ki_train_1820	6.12	6.42977	3.0
ADORA1_Ki_train_1369	6.0	6.26167	3.0
ADORA1_Ki_train_0508	8.21	8.99831	3.0
ADORA1_Ki_train_0882	6.63	6.1694	3.0
ADORA1_Ki_train_1843	8.39	8.00514	3.0
ADORA1_Ki_train_1351	5.42	7.32195	3.0
ADORA1_Ki_train_3007	6.74	7.41136	3.0
ADORA1_Ki_train_2504	7.32	7.1069	3.0
ADORA1_Ki_train_0820	5.76	5.28223	3.0
ADORA1_Ki_train_3332	7.27	7.00921	3.0
ADORA1_Ki_train_0210	6.16	6.87428	3.0
ADORA1_Ki_train_1000	6.02	6.79144	3.0
ADORA1_Ki_train_0823	6.71	6.2473	3.0
ADORA1_Ki_train_1489	8.8	8.0063	3.0
ADORA1_Ki_train_1180	6.91	6.9068	3.0
ADORA1_Ki_train_2423	7.05	7.1966	3.0
ADORA1_Ki_train_0857	6.07	6.52755	3.0
ADORA1_Ki_train_2824	5.55	5.36989	3.0
ADORA1_Ki_train_2876	8.0	8.02319	3.0
ADORA1_Ki_train_0563	6.14	6.01262	3.0
ADORA1_Ki_train_0571	5.38	6.08292	3.0
ADORA1_Ki_train_1343	7.6	7.57944	3.0
ADORA1_Ki_train_0974	7.39	8.14052	3.0
ADORA1_Ki_train_1974	4.63	4.38994	3.0
ADORA1_Ki_train_2281	7.85	7.02584	3.0
ADORA1_Ki_train_1352	7.85	7.89414	3.0
ADORA1_Ki_train_2181	5.58	5.89381	3.0
ADORA1_Ki_train_3065	4.78	5.03597	3.0
ADORA1_Ki_train_2696	6.72	5.86919	3.0
ADORA1_Ki_train_0558	6.59	7.25666	3.0
ADORA1_Ki_train_0684	7.94	7.39862	3.0
ADORA1_Ki_train_2771	5.38	5.67795	3.0
ADORA1_Ki_train_0416	5.78	5.77418	3.0
ADORA1_Ki_train_3512	4.99	4.98536	3.0
ADORA1_Ki_train_0912	6.36	6.75185	3.0
ADORA1_Ki_train_2688	8.05	7.28285	3.0
ADORA1_Ki_train_0068	5.3	6.5087	3.0
ADORA1_Ki_train_2754	5.63	5.68635	3.0
ADORA1_Ki_train_1597	7.19	6.19774	3.0
ADORA1_Ki_train_3096	6.44	6.39792	3.0
ADORA1_Ki_train_1100	5.85	5.8853	3.0
ADORA1_Ki_train_2982	7.13	6.74111	3.0
ADORA1_Ki_train_0916	6.55	6.7387	3.0
ADORA1_Ki_train_0394	6.45	6.33699	3.0
ADORA1_Ki_train_1549	6.02	5.47539	3.0
ADORA1_Ki_train_1012	7.37	6.79638	3.0
ADORA1_Ki_train_2452	7.13	6.88655	3.0
ADORA1_Ki_train_3146	4.48	5.32288	3.0
ADORA1_Ki_train_1856	7.05	7.3517	3.0
ADORA1_Ki_train_2790	6.14	6.15802	3.0
ADORA1_Ki_train_1985	6.44	6.67855	3.0
ADORA1_Ki_train_1091	7.97	8.41269	3.0
ADORA1_Ki_train_0006	7.1	6.93856	3.0
ADORA1_Ki_train_2089	6.57	6.6191	3.0
ADORA1_Ki_train_3054	5.98	6.74285	3.0
ADORA1_Ki_train_0687	6.35	6.21275	3.0
ADORA1_Ki_train_2644	7.88	7.49632	3.0
ADORA1_Ki_train_2550	6.23	5.97153	3.0
ADORA1_Ki_train_2648	5.32	6.40244	3.0
ADORA1_Ki_train_2253	6.27	6.52782	3.0
ADORA1_Ki_train_0760	7.36	7.28224	3.0
ADORA1_Ki_train_1023	6.7	6.84567	3.0
ADORA1_Ki_train_2228	6.92	6.60334	3.0
ADORA1_Ki_train_2205	5.66	5.87883	3.0
ADORA1_Ki_train_0320	5.94	7.06285	3.0
ADORA1_Ki_train_1234	6.39	6.36831	3.0
ADORA1_Ki_train_1468	7.09	5.7887	3.0
ADORA1_Ki_train_3056	5.58	5.7961	3.0
ADORA1_Ki_train_3170	6.72	6.33431	3.0
ADORA1_Ki_train_0484	6.67	6.63369	3.0
ADORA1_Ki_train_1845	6.57	6.78731	3.0
ADORA1_Ki_train_2673	6.25	6.49943	3.0
ADORA1_Ki_train_2727	5.81	6.57858	3.0
ADORA1_Ki_train_0704	5.85	6.78523	3.0
ADORA1_Ki_train_2416	5.52	5.86759	3.0
ADORA1_Ki_train_0280	4.25	5.53513	3.0
ADORA1_Ki_train_1124	5.0	5.75575	3.0
ADORA1_Ki_train_1130	7.57	8.22623	3.0
ADORA1_Ki_train_2505	6.21	6.34472	3.0
ADORA1_Ki_train_1357	6.64	6.24925	3.0
ADORA1_Ki_train_1931	5.76	6.92771	3.0
ADORA1_Ki_train_2289	8.0	7.46389	3.0
ADORA1_Ki_train_1817	6.88	5.82762	3.0
ADORA1_Ki_train_3236	4.9	5.16783	3.0
ADORA1_Ki_train_1780	6.69	6.50268	3.0
ADORA1_Ki_train_1600	6.785	6.34429	3.0
ADORA1_Ki_train_1035	6.11	6.01021	3.0
ADORA1_Ki_train_2523	5.48	6.26842	3.0
ADORA1_Ki_train_0427	8.59	8.24722	3.0
ADORA1_Ki_train_3098	7.32	6.65777	3.0
ADORA1_Ki_train_1672	6.51	6.93348	3.0
ADORA1_Ki_train_3620	7.7	7.13574	3.0
ADORA1_Ki_train_2663	6.96	6.89438	3.0
ADORA1_Ki_train_1625	7.44	7.17114	3.0
ADORA1_Ki_train_1793	6.05	5.85192	3.0
ADORA1_Ki_train_3174	8.28	7.23916	3.0
ADORA1_Ki_train_2420	6.25	5.90766	3.0
ADORA1_Ki_train_2294	7.34	6.99097	3.0
ADORA1_Ki_train_1388	5.62	5.75108	3.0
ADORA1_Ki_train_2159	6.69	6.60172	3.0
ADORA1_Ki_train_1803	9.54	9.13216	3.0
ADORA1_Ki_train_0242	7.6	7.21624	3.0
ADORA1_Ki_train_2333	6.35	6.18402	3.0
ADORA1_Ki_train_2783	6.3	6.28312	3.0
ADORA1_Ki_train_3399	5.78	6.37044	3.0
ADORA1_Ki_train_1482	6.91	6.46938	4.0
ADORA1_Ki_train_1703	9.22	8.18416	4.0
ADORA1_Ki_train_0661	7.3	7.37163	4.0
ADORA1_Ki_train_1415	8.72	7.48626	4.0
ADORA1_Ki_train_0644	6.3	6.10364	4.0
ADORA1_Ki_train_2145	5.64	6.28251	4.0
ADORA1_Ki_train_2371	7.4	7.59396	4.0
ADORA1_Ki_train_2203	5.19	5.10384	4.0
ADORA1_Ki_train_0578	4.54	5.44079	4.0
ADORA1_Ki_train_0605	6.43	7.04785	4.0
ADORA1_Ki_train_1802	7.38	7.14473	4.0
ADORA1_Ki_train_2355	7.17	8.02993	4.0
ADORA1_Ki_train_1256	8.88	8.59196	4.0
ADORA1_Ki_train_2605	6.6	6.43424	4.0
ADORA1_Ki_train_0342	7.83	8.12229	4.0
ADORA1_Ki_train_3383	4.49	6.07542	4.0
ADORA1_Ki_train_3024	8.97	8.81601	4.0
ADORA1_Ki_train_0487	8.57	8.37943	4.0
ADORA1_Ki_train_2870	6.73	6.856	4.0
ADORA1_Ki_train_1846	9.14	8.09767	4.0
ADORA1_Ki_train_1602	6.21	5.90378	4.0
ADORA1_Ki_train_3636	6.17	6.49842	4.0
ADORA1_Ki_train_0035	6.08	6.6876	4.0
ADORA1_Ki_train_1453	7.0	6.81356	4.0
ADORA1_Ki_train_0863	5.975	6.01477	4.0
ADORA1_Ki_train_1174	6.5	5.98513	4.0
ADORA1_Ki_train_2231	6.85	6.75455	4.0
ADORA1_Ki_train_2998	5.63	6.05113	4.0
ADORA1_Ki_train_3051	6.3	6.67585	4.0
ADORA1_Ki_train_3682	5.95	6.79008	4.0
ADORA1_Ki_train_0474	5.98	6.33292	4.0
ADORA1_Ki_train_0252	6.39	6.68631	4.0
ADORA1_Ki_train_0037	5.7	6.01984	4.0
ADORA1_Ki_train_0259	5.52	5.78503	4.0
ADORA1_Ki_train_0539	6.72	6.43233	4.0
ADORA1_Ki_train_1093	7.12	6.83621	4.0
ADORA1_Ki_train_2704	5.56	5.9853	4.0
ADORA1_Ki_train_2085	6.46	6.20289	4.0
ADORA1_Ki_train_2892	7.73	7.54699	4.0
ADORA1_Ki_train_3411	5.3	5.75884	4.0
ADORA1_Ki_train_3571	6.63	6.88368	4.0
ADORA1_Ki_train_2576	6.35	6.92318	4.0
ADORA1_Ki_train_1433	7.26	7.17632	4.0
ADORA1_Ki_train_1078	7.05	6.98989	4.0
ADORA1_Ki_train_1520	5.55	5.88299	4.0
ADORA1_Ki_train_0423	6.03	6.64956	4.0
ADORA1_Ki_train_1692	5.49	6.89207	4.0
ADORA1_Ki_train_3459	6.65	7.43737	4.0
ADORA1_Ki_train_1374	5.6	6.05231	4.0
ADORA1_Ki_train_1413	7.92	7.10675	4.0
ADORA1_Ki_train_2303	5.52	5.69226	4.0
ADORA1_Ki_train_3115	7.82	8.04889	4.0
ADORA1_Ki_train_2809	6.25	6.53163	4.0
ADORA1_Ki_train_0368	8.04	7.74355	4.0
ADORA1_Ki_train_0319	7.3	7.12938	4.0
ADORA1_Ki_train_1689	5.41	5.91934	4.0
ADORA1_Ki_train_2364	5.09	5.3767	4.0
ADORA1_Ki_train_2841	6.54	6.35942	4.0
ADORA1_Ki_train_3119	7.73	6.73517	4.0
ADORA1_Ki_train_1125	8.54	7.73085	4.0
ADORA1_Ki_train_0435	5.89	5.65097	4.0
ADORA1_Ki_train_2980	7.04	6.46805	4.0
ADORA1_Ki_train_2764	6.76	7.0724	4.0
ADORA1_Ki_train_2383	7.02	7.57605	4.0
ADORA1_Ki_train_3164	7.58	6.49476	4.0
ADORA1_Ki_train_2501	5.23	6.59176	4.0
ADORA1_Ki_train_2415	7.52	8.29753	4.0
ADORA1_Ki_train_2313	9.12	8.73011	4.0
ADORA1_Ki_train_1447	7.9	7.65186	4.0
ADORA1_Ki_train_1004	8.1	7.22228	4.0
ADORA1_Ki_train_0940	7.405	7.5172	4.0
ADORA1_Ki_train_0122	7.13	6.52195	4.0
ADORA1_Ki_train_1043	5.46	5.55832	4.0
ADORA1_Ki_train_0073	5.5	5.72012	4.0
ADORA1_Ki_train_1245	9.54	7.9368	4.0
ADORA1_Ki_train_2100	8.13	6.95967	4.0
ADORA1_Ki_train_1973	7.0	6.46218	4.0
ADORA1_Ki_train_0148	7.36	7.59395	4.0
ADORA1_Ki_train_0933	8.15	7.86716	4.0
ADORA1_Ki_train_3194	6.79	7.37757	4.0
ADORA1_Ki_train_3008	6.94	7.1923	4.0
ADORA1_Ki_train_1543	7.17	6.69597	4.0
ADORA1_Ki_train_1409	7.0	6.36109	4.0
ADORA1_Ki_train_3294	7.09	7.05062	4.0
ADORA1_Ki_train_1977	7.22	6.26974	4.0
ADORA1_Ki_train_2436	5.1	5.34553	4.0
ADORA1_Ki_train_0952	7.89	6.53481	4.0
ADORA1_Ki_train_2081	5.95	6.53437	4.0
ADORA1_Ki_train_0957	6.74	6.43426	4.0
ADORA1_Ki_train_0011	7.71	7.59888	4.0
ADORA1_Ki_train_0132	7.75	7.07954	4.0
ADORA1_Ki_train_0645	6.13	6.54974	4.0
ADORA1_Ki_train_1246	6.04	6.64975	4.0
ADORA1_Ki_train_0238	6.61	6.47811	4.0
ADORA1_Ki_train_2823	7.24	6.65999	4.0
ADORA1_Ki_train_2639	6.6	6.41324	4.0
ADORA1_Ki_train_0268	6.71	6.33111	4.0
ADORA1_Ki_train_2997	6.5	6.931	4.0
ADORA1_Ki_train_0638	7.64	6.21412	4.0
ADORA1_Ki_train_2928	5.85	5.84636	4.0
ADORA1_Ki_train_1033	6.52	6.38636	4.0
ADORA1_Ki_train_2840	8.42	6.85178	4.0
ADORA1_Ki_train_2041	6.92	5.93273	4.0
ADORA1_Ki_train_2779	6.68	6.29737	4.0
ADORA1_Ki_train_2215	6.23	6.62155	4.0
ADORA1_Ki_train_0373	6.3	6.6619	4.0
ADORA1_Ki_train_1666	6.23	6.36452	4.0
ADORA1_Ki_train_2084	8.41	7.56613	4.0
ADORA1_Ki_train_2598	7.06	6.17803	4.0
ADORA1_Ki_train_0961	5.35	7.04266	4.0
ADORA1_Ki_train_1091	7.97	8.41175	4.0
ADORA1_Ki_train_0884	6.23	6.2651	4.0
ADORA1_Ki_train_0409	5.43	6.06939	4.0
ADORA1_Ki_train_1002	8.74	8.21393	4.0
ADORA1_Ki_train_2061	5.97	6.28357	4.0
ADORA1_Ki_train_1214	7.62	7.33822	4.0
ADORA1_Ki_train_2720	6.66	6.72034	4.0
ADORA1_Ki_train_0464	6.89	6.9058	4.0
ADORA1_Ki_train_0104	7.19	6.70932	4.0
ADORA1_Ki_train_0103	5.39	6.03972	4.0
ADORA1_Ki_train_2385	7.31	6.60476	4.0
ADORA1_Ki_train_1622	8.44	7.18802	4.0
ADORA1_Ki_train_1834	8.14	7.62316	4.0
ADORA1_Ki_train_0258	8.25	7.62879	4.0
ADORA1_Ki_train_2388	6.67	6.94761	4.0
ADORA1_Ki_train_2905	4.63	6.57031	4.0
ADORA1_Ki_train_1272	5.37	4.82877	4.0
ADORA1_Ki_train_1145	6.05	8.48338	4.0
ADORA1_Ki_train_2113	5.42	5.9243	4.0
ADORA1_Ki_train_2504	7.32	7.16707	4.0
ADORA1_Ki_train_0602	6.81	6.9493	4.0
ADORA1_Ki_train_2523	5.48	6.20997	4.0
ADORA1_Ki_train_1578	6.37	6.29236	4.0
ADORA1_Ki_train_2030	6.06	6.58048	4.0
ADORA1_Ki_train_2902	6.93	6.65666	4.0
ADORA1_Ki_train_2497	7.92	6.71994	4.0
ADORA1_Ki_train_1281	6.74	6.79363	4.0
ADORA1_Ki_train_2284	6.69	6.75894	4.0
ADORA1_Ki_train_3251	6.03	6.36139	4.0
ADORA1_Ki_train_2551	6.95	6.21705	4.0
ADORA1_Ki_train_2971	9.09	6.905	4.0
ADORA1_Ki_train_2009	7.43	7.28981	4.0
ADORA1_Ki_train_2256	6.82	6.41295	4.0
ADORA1_Ki_train_0498	6.49	6.49209	4.0
ADORA1_Ki_train_3431	6.68	6.56254	4.0
ADORA1_Ki_train_1431	8.4	8.12839	4.0
ADORA1_Ki_train_0771	7.0	6.37659	4.0
ADORA1_Ki_train_2356	7.18	6.09511	4.0
ADORA1_Ki_train_2618	5.45	5.48764	4.0
ADORA1_Ki_train_2574	7.92	6.27051	4.0
